Shape Class,Filename,Number of Vertices,Number of Faces,Face Types,Bounding Box Min,Bounding Box Max
DeskLamp,D00797.obj,9525,19094,Only triangles,[-0.45330599 -0.376508   -0.193911  ],[0.54669398 0.322092   0.211592  ]
DeskLamp,D00912.obj,4191,10462,Only triangles,[-0.65852302 -0.47380501 -0.177157  ],[0.34147701 0.32883501 0.177256  ]
DeskLamp,m603.obj,10001,19990,Only triangles,[-0.58602601 -0.50980699 -0.30792701],[0.38058099 0.49019301 0.33271801]
DeskLamp,m604.obj,10004,19943,Only triangles,[-0.58671802 -0.42739201 -0.0703688 ],[0.41328201 0.335078   0.0685427 ]
DeskLamp,m605.obj,8661,20150,Only triangles,[-0.43664101 -0.139567   -0.250236  ],[0.56335902 0.238435   0.16429099]
DeskLamp,m606.obj,10003,19991,Only triangles,[-0.65037    -0.22742601 -0.183375  ],[0.34963    0.40924299 0.243092  ]
DeskLamp,m608.obj,10013,19966,Only triangles,[-0.44890401 -0.328522   -0.39438599],[0.55109602 0.37005001 0.263423  ]
DeskLamp,m609.obj,9998,19957,Only triangles,[-0.67964202 -0.0954275  -0.0883089 ],[0.32035801 0.27005199 0.0875419 ]
DeskLamp,m611.obj,7651,20012,Only triangles,[-0.70151901 -0.240619   -0.241891  ],[0.29848099 0.43720999 0.191788  ]
DeskLamp,m613.obj,10012,19984,Only triangles,[-0.68968302 -0.31864399 -0.104023  ],[0.31031701 0.166095   0.117053  ]
DeskLamp,m614.obj,9996,20004,Only triangles,[-0.34794599 -0.32253399 -0.18788999],[0.56847501 0.67746598 0.198993  ]
DeskLamp,m615.obj,9988,20016,Only triangles,[-0.219284   -0.27697799 -0.101277  ],[0.780716 0.23175  0.101151]
DeskLamp,m616.obj,10058,20069,Only triangles,[-0.41790199 -0.37362999 -0.191778  ],[0.58209801 0.327867   0.21221   ]
DeskPhone,D00118.obj,10107,19117,Only triangles,[-0.41632399 -0.333159   -0.124329  ],[0.58367598 0.48618001 0.166554  ]
DeskPhone,D00135.obj,9961,19894,Only triangles,[-0.50214601 -0.27236399 -0.082159  ],[0.49785399 0.46875    0.15290099]
DeskPhone,D00154.obj,6631,15040,Only triangles,[-0.466093   -0.33914199 -0.0899185 ],[0.533907   0.53837198 0.0773238 ]
DeskPhone,D00220.obj,9997,19926,Only triangles,[-0.42286101 -0.225797   -0.237757  ],[0.57713902 0.49995801 0.375016  ]
DeskPhone,D00316.obj,10159,19872,Only triangles,[-0.46520099 -0.505265   -0.0874541 ],[0.53479898 0.490165   0.191818  ]
DeskPhone,D00318.obj,10014,19896,Only triangles,[-0.59134901 -0.28231901 -0.35409299],[0.40865099 0.392748   0.22630499]
DeskPhone,D00403.obj,10055,19910,Only triangles,[-0.16768    -0.34398201 -0.147294  ],[0.83231997 0.418659   0.468909  ]
DeskPhone,D00486.obj,10013,19942,Only triangles,[-0.32872799 -0.30144301 -0.188743  ],[0.67127198 0.3549     0.181209  ]
DeskPhone,D00511.obj,10053,19917,Only triangles,[-0.404412 -0.184981 -0.158333],[0.59558803 0.18798    0.083429  ]
DeskPhone,D00556.obj,10010,19956,Only triangles,[-0.45202801 -0.33938301 -0.101498  ],[0.54797202 0.54628003 0.28301299]
DeskPhone,D00576.obj,9545,18932,Only triangles,[-0.53157902 -0.287386   -0.0749419 ],[0.46842101 0.36311999 0.181831  ]
DeskPhone,D00680.obj,10021,19958,Only triangles,[-0.49835801 -0.36821601 -0.122168  ],[0.50164199 0.50563002 0.160505  ]
DeskPhone,D00706.obj,8990,15482,Only triangles,[-0.46892101 -0.430002   -0.115947  ],[0.53107899 0.42245999 0.211017  ]
DeskPhone,D00773.obj,9705,19399,Only triangles,[-0.450591 -0.242414 -0.121858],[0.54940897 0.54847097 0.104331  ]
DeskPhone,D00829.obj,10003,19958,Only triangles,[-0.44954699 -0.477541   -0.0849438 ],[0.55045301 0.492558   0.197565  ]
DeskPhone,D00894.obj,10022,19964,Only triangles,[-0.399762   -0.35076901 -0.115682  ],[0.455834   0.64923102 0.38206601]
DeskPhone,D00897.obj,9887,19664,Only triangles,[-0.37605    -0.20960499 -0.11989   ],[0.62395    0.28302601 0.109234  ]
DeskPhone,D00899.obj,10032,19976,Only triangles,[-0.487057   -0.26469001 -0.167814  ],[0.51294303 0.69702703 0.17371   ]
DeskPhone,D00957.obj,9933,19899,Only triangles,[-0.49781901 -0.34969199 -0.10376   ],[0.50218099 0.42559001 0.20251299]
DeskPhone,D00958.obj,10182,18441,Only triangles,[-0.52251703 -0.34845099 -0.145495  ],[0.477483   0.52201098 0.25812301]
Door,D01005.obj,10136,19637,Only triangles,[-0.517573  -0.21481   -0.0297739],[0.482427  0.216968  0.0338989]
Door,D01029.obj,10000,19996,Only triangles,[-0.52233398 -0.211583   -0.33429301],[0.47766599 0.19550499 0.17887001]
Door,D01052.obj,10007,19982,Only triangles,[-0.41568401 -0.308247   -0.0998782 ],[0.58431602 0.61574501 0.176534  ]
Door,D01058.obj,9995,20007,Only triangles,[-0.24153    -0.25683001 -0.0229638 ],[0.75847   0.365933  0.0842444]
Door,D01062.obj,10000,19996,Only triangles,[-0.400473  -0.423098  -0.0262436],[0.599527  0.463842  0.0329975]
Door,D01076.obj,9996,20012,Only triangles,[-0.38615999 -0.25837201 -0.0328911 ],[0.61383998 0.460917   0.0307331 ]
Door,D01104.obj,9938,20000,Only triangles,[-0.30831    -0.20143799 -0.0195162 ],[0.69169003 0.37174401 0.0347804 ]
Door,D01114.obj,10003,19954,Only triangles,[-0.407828 -0.095072 -0.107287],[0.59217203 0.0942883  0.56910598]
Door,D01121.obj,10003,19994,Only triangles,[-0.41635999 -0.30419999 -0.0127258 ],[0.58363998 0.362178   0.0157967 ]
Door,D01129.obj,10097,19835,Only triangles,[-0.52180803 -0.32285601 -0.0461653 ],[0.478192   0.28001899 0.0484106 ]
Door,D01136.obj,10010,19974,Only triangles,[-0.46266201 -0.28618899 -0.0258614 ],[0.53733802 0.33868599 0.0773018 ]
Door,D01139.obj,9813,19992,Only triangles,[-0.422032 -0.192246 -0.022286],[0.577968   0.53795803 0.0148342 ]
Door,D01141.obj,10017,19970,Only triangles,[-0.47477001 -0.24873701 -0.0527115 ],[0.52522999 0.38169101 0.054714  ]
Door,D01143.obj,10007,19990,Only triangles,[-0.28998801 -0.48794201 -0.0308723 ],[0.313492   0.51205802 0.0566406 ]
Door,D01144.obj,10001,19996,Only triangles,[-0.44076499 -0.15634    -0.030427  ],[0.55923498 0.168717   0.0331434 ]
Door,D01155.obj,10011,19986,Only triangles,[-0.580823  -0.437603  -0.0271567],[0.41374701 0.562397   0.0800431 ]
Door,D01158.obj,9996,20006,Only triangles,[-0.427472  -0.161787  -0.0391758],[0.572528   0.55375099 0.0744703 ]
Door,D01167.obj,9919,20002,Only triangles,[-0.401342  -0.320373  -0.0266554],[0.59865803 0.341171   0.0320255 ]
Door,D01177.obj,10006,19980,Only triangles,[-0.49135   -0.183947  -0.0347395],[0.50865   0.294992  0.0340705]
Door,D01194.obj,9272,19992,Only triangles,[-0.45270801 -0.28421599 -0.00140627],[0.54729199 0.25839001 0.00846995]
Door,m1707.obj,10000,19996,Only triangles,[-0.52280003 -0.201249   -0.331514  ],[0.4772   0.191695 0.177508]
Door,m1708.obj,10003,19994,Only triangles,[-0.498191  -0.261751  -0.0155263],[0.501809   0.34163299 0.016529  ]
Door,m1710.obj,9999,19958,Only triangles,[-0.444435 -0.052502 -0.115047],[0.555565   0.0485987  0.43953201]
Door,m1711.obj,9950,19996,Only triangles,[-0.40201801 -0.12797301 -0.0270052 ],[0.59798199 0.186167   0.0338898 ]
Door,m1712.obj,9996,20012,Only triangles,[-0.38741001 -0.25401399 -0.0321142 ],[0.61259001 0.458882   0.0299122 ]
Door,m1713.obj,10136,19637,Only triangles,[-0.51836503 -0.215187   -0.0297682 ],[0.481635   0.21678001 0.0340186 ]
Door,m1714.obj,9939,20011,Only triangles,[-0.33119801 -0.213413   -0.0196206 ],[0.66880202 0.40106401 0.0324376 ]
Door,m1715.obj,10007,19982,Only triangles,[-0.38841099 -0.35762301 -0.0768941 ],[0.59871799 0.64237702 0.15990999]
Door,m1716.obj,10017,19970,Only triangles,[-0.45953599 -0.276658   -0.0495566 ],[0.54046398 0.404479   0.0562498 ]
Door,m1717.obj,9995,20007,Only triangles,[-0.25000101 -0.24266    -0.0195593 ],[0.74999899 0.39256999 0.0833369 ]
Door,m1718.obj,10103,19835,Only triangles,[-0.47239399 -0.306104   -0.0475384 ],[0.52760601 0.36193499 0.0453956 ]
Door,m1720.obj,10010,19974,Only triangles,[-0.45785901 -0.32264501 -0.0268935 ],[0.54214102 0.391812   0.0706813 ]
Door,m1721.obj,9996,20006,Only triangles,[-0.50239903 -0.0977024  -0.0666571 ],[0.497601   0.54136997 0.0939973 ]
Door,m1722.obj,10003,19954,Only triangles,[-0.57335299 -0.0999376  -0.0573884 ],[0.42664701 0.0987771  0.56028998]
Door,m1723.obj,10000,19996,Only triangles,[-0.394577  -0.424454  -0.0249498],[0.60542297 0.47261101 0.0339369 ]
Door,m1724.obj,9919,20002,Only triangles,[-0.404259   -0.32373601 -0.0264283 ],[0.59574097 0.33989701 0.0317261 ]
Door,m1725.obj,9993,20012,Only triangles,[-0.16261201 -0.320411   -0.0995716 ],[0.83738798 0.431106   0.0802362 ]
Door,m1726.obj,10011,19986,Only triangles,[-0.40275201 -0.457122   -0.0293887 ],[0.59724802 0.54008901 0.0862936 ]
Door,m1727.obj,10005,19894,Only triangles,[-0.31810799 -0.463209   -0.0438079 ],[0.52470201 0.53679103 0.047204  ]
Door,m1728.obj,10015,19960,Only triangles,[-0.48021299 -0.474213   -0.0310459 ],[0.51978701 0.52516001 0.0696083 ]
Door,m1729.obj,10030,19952,Only triangles,[-0.46527499 -0.35322899 -0.10349   ],[0.53472501 0.38296801 0.102119  ]
Door,m1730.obj,10030,19952,Only triangles,[-0.46527499 -0.35322899 -0.10349   ],[0.53472501 0.38296801 0.102119  ]
Door,m1731.obj,9969,20074,Only triangles,[-0.479642   -0.47902599 -0.0527525 ],[0.51912999 0.52097398 0.0391879 ]
Door,m1732.obj,10006,19988,Only triangles,[-0.124381   -0.39852899 -0.0333237 ],[0.87561899 0.515643   0.0487581 ]
Drum,D00026.obj,7668,25534,Only triangles,[-0.20213699 -0.23240501 -0.211431  ],[0.79786301 0.229855   0.24258199]
Drum,D00063.obj,4755,21661,Only triangles,[-0.40007401 -0.52632701 -0.44662899],[0.445353   0.47367299 0.44325   ]
Drum,D00115.obj,3696,20052,Only triangles,[-0.401254   -0.392939   -0.35671401],[0.598746   0.367544   0.36191601]
Drum,D00163.obj,7619,24529,Only triangles,[-0.61642498 -0.51145899 -0.426918  ],[0.37409499 0.48854101 0.458325  ]
Drum,D00189.obj,3886,21595,Only triangles,[-0.314156   -0.26113701 -0.277008  ],[0.685844   0.29381201 0.27790999]
Drum,D00193.obj,4662,25977,Only triangles,[-0.47401199 -0.344652   -0.32448301],[0.52598798 0.344675   0.357896  ]
Drum,D00297.obj,7668,25710,Only triangles,[-0.61460698 -0.29053    -0.317056  ],[0.38539299 0.53812802 0.35059199]
Drum,D00298.obj,4458,25618,Only triangles,[-0.37778401 -0.27834499 -0.28799701],[0.62221599 0.293901   0.28504401]
Drum,D00308.obj,3509,20514,Only triangles,[-0.55736899 -0.36240199 -0.54743999],[0.42449999 0.606529   0.45256001]
Drum,D00375.obj,6967,25921,Only triangles,[-0.46779701 -0.42701399 -0.325192  ],[0.53220302 0.41166601 0.422259  ]
Drum,D00383.obj,3555,20545,Only triangles,[-0.47259101 -0.45006499 -0.43302   ],[0.52740902 0.49774399 0.49044299]
Drum,D00404.obj,4743,21648,Only triangles,[-0.445894   -0.41705999 -0.407545  ],[0.554106   0.38036999 0.37325001]
Drum,D00551.obj,3561,20528,Only triangles,[-0.50598598 -0.47125399 -0.25416201],[0.49401399 0.51651198 0.27995801]
Drum,D00557.obj,3470,21627,Only triangles,[-0.30853301 -0.47102201 -0.452227  ],[0.617576   0.52897799 0.376111  ]
Drum,D00596.obj,3495,20567,Only triangles,[-0.59907198 -0.375442   -0.360172  ],[0.40092799 0.347763   0.34715301]
Drum,D00709.obj,3444,20051,Only triangles,[-0.51698798 -0.48694101 -0.17497399],[0.474365   0.51305902 0.181269  ]
Drum,D00939.obj,7654,25834,Only triangles,[-0.54151601 -0.489353   -0.51744598],[0.38489199 0.50273502 0.48255399]
Drum,D00951.obj,9384,25878,Only triangles,[-0.45694199 -0.470846   -0.318863  ],[0.54305798 0.48620301 0.57280701]
Drum,D00980.obj,7844,25623,Only triangles,[-0.53799701 -0.29496601 -0.275453  ],[0.46200299 0.30621701 0.34657899]
Drum,D00982.obj,4674,25866,Only triangles,[-0.419038 -0.269849 -0.140084],[0.57129103 0.730151   0.182651  ]
Fish,D00012.obj,10002,19859,Only triangles,[-0.47288999 -0.19428299 -0.179746  ],[0.52710998 0.24695    0.180048  ]
Fish,D00022.obj,9976,19927,Only triangles,[-0.51068401 -0.18450201 -0.135823  ],[0.48931599 0.25646299 0.135372  ]
Fish,D00024.obj,9982,19910,Only triangles,[-0.54228801 -0.12515301 -0.14775699],[0.45771199 0.190718   0.14856599]
Fish,D00030.obj,9970,19893,Only triangles,[-0.52164799 -0.18714499 -0.11244   ],[0.47835201 0.174891   0.111972  ]
Fish,D00142.obj,10006,19965,Only triangles,[-0.62919003 -0.23262    -0.187709  ],[0.37081    0.34100401 0.187812  ]
Fish,D00165.obj,10004,19907,Only triangles,[-0.51738101 -0.14015    -0.17251199],[0.48261899 0.20998099 0.17374399]
Fish,D00251.obj,9959,19931,Only triangles,[-0.52597398 -0.32811999 -0.232337  ],[0.47402599 0.32492    0.232172  ]
Fish,D00293.obj,9968,19914,Only triangles,[-0.50953001 -0.243434   -0.176559  ],[0.49046999 0.28122401 0.176697  ]
Fish,D00351.obj,10005,19965,Only triangles,[-0.601408   -0.23679499 -0.18100999],[0.398592   0.27849501 0.181078  ]
Fish,D00398.obj,9978,19924,Only triangles,[-0.50745302 -0.218932   -0.14129201],[0.49254701 0.22829001 0.142526  ]
Fish,D00450.obj,9970,19925,Only triangles,[-0.52578402 -0.196904   -0.188962  ],[0.47421601 0.216106   0.189017  ]
Fish,D00535.obj,9991,19931,Only triangles,[-0.54199702 -0.27851799 -0.17497399],[0.45800301 0.25212801 0.17513201]
Fish,D00633.obj,9991,19922,Only triangles,[-0.466351 -0.225179 -0.173291],[0.53364903 0.167549   0.17381699]
Fish,D00636.obj,10041,19956,Only triangles,[-0.330145 -0.20824  -0.19301 ],[0.669855   0.221766   0.19334801]
Fish,D00643.obj,9987,19897,Only triangles,[-0.48517901 -0.19620501 -0.222379  ],[0.51482099 0.27410999 0.22319899]
Fish,D00682.obj,9964,20051,Only triangles,[-0.438824   -0.16961899 -0.19757999],[0.561176 0.165199 0.199542]
Fish,D00748.obj,9991,19921,Only triangles,[-0.51052803 -0.18759599 -0.145173  ],[0.489472 0.196079 0.144953]
Fish,D00763.obj,9992,19918,Only triangles,[-0.51714897 -0.33064201 -0.21947999],[0.482851 0.246296 0.220365]
Fish,D00850.obj,10003,19900,Only triangles,[-0.56913799 -0.17427699 -0.209613  ],[0.43086201 0.24579    0.20887101]
Fish,D00950.obj,9965,19860,Only triangles,[-0.52227497 -0.17924801 -0.33418   ],[0.477725 0.230608 0.33403 ]
FloorLamp,D00028.obj,9622,20131,Only triangles,[-0.26404199 -0.26646501 -0.267364  ],[0.73595798 0.266408   0.265542  ]
FloorLamp,D00093.obj,9982,20134,Only triangles,[-0.35261601 -0.35613    -0.65490001],[0.355984   0.351423   0.34509999]
FloorLamp,D00186.obj,10020,19968,Only triangles,[-0.33026999 -0.325068   -0.308606  ],[0.66973001 0.33188301 0.34829301]
FloorLamp,D00211.obj,10004,19957,Only triangles,[-0.59979099 -0.285961   -0.160365  ],[0.40020901 0.26710901 0.172363  ]
FloorLamp,D00228.obj,10000,19988,Only triangles,[-0.36872301 -0.35538399 -0.357292  ],[0.63127702 0.359662   0.35776299]
FloorLamp,D00388.obj,10009,19824,Only triangles,[-0.33386001 -0.44749299 -0.447864  ],[0.66614002 0.448185   0.44775799]
FloorLamp,D00400.obj,6473,18761,Only triangles,[-0.428951   -0.30332699 -0.302219  ],[0.57104897 0.30193901 0.303047  ]
FloorLamp,D00408.obj,9883,20729,Only triangles,[-0.596358   -0.42539799 -0.42738301],[0.403642   0.43029001 0.42728999]
FloorLamp,D00447.obj,9919,20673,Only triangles,[-0.52768302 -0.42499799 -0.425118  ],[0.47231701 0.425082   0.42521   ]
FloorLamp,D00495.obj,10003,19974,Only triangles,[-0.46623001 -0.26024801 -0.25414601],[0.53377002 0.33337    0.24043   ]
FloorLamp,D00563.obj,10216,24269,Only triangles,[-0.39603001 -0.34422201 -0.343346  ],[0.60396999 0.34311599 0.34398499]
FloorLamp,D00580.obj,6680,13768,Only triangles,[-0.61152798 -0.318048   -0.290162  ],[0.38847199 0.289846   0.31772399]
FloorLamp,D00740.obj,10000,19984,Only triangles,[-0.620547   -0.34009001 -0.32930401],[0.379453   0.32095101 0.33172801]
FloorLamp,D00856.obj,10000,19994,Only triangles,[-0.33827299 -0.328545   -0.33032501],[0.66172701 0.32922199 0.326294  ]
FloorLamp,D00875.obj,10017,19930,Only triangles,[-0.51321697 -0.257076   -0.256926  ],[0.486783   0.257386   0.25753501]
FloorLamp,D00876.obj,10001,19994,Only triangles,[-0.60049897 -0.46520701 -0.46513501],[0.399501   0.46515301 0.465224  ]
FloorLamp,D00888.obj,10001,19996,Only triangles,[-0.64144999 -0.29385799 -0.295187  ],[0.35855001 0.29236999 0.29102999]
FloorLamp,D00924.obj,9990,19919,Only triangles,[-0.50763297 -0.268471   -0.26893699],[0.492367 0.269658 0.269081]
FloorLamp,D00955.obj,10011,19983,Only triangles,[-0.36124301 -0.31030801 -0.31191599],[0.63875699 0.31250599 0.31018299]
FloorLamp,D00981.obj,9984,19994,Only triangles,[-0.194728   -0.31459299 -0.313752  ],[0.80527198 0.30983999 0.31068099]
FloorLamp,m617.obj,10002,19966,Only triangles,[-0.64612699 -0.220663   -0.22451501],[0.35387301 0.184726   0.175953  ]
FloorLamp,m618.obj,10001,19990,Only triangles,[-0.299683  -0.0565995 -0.0552322],[0.70031703 0.0581511  0.0595177 ]
FloorLamp,m619.obj,10001,19998,Only triangles,[-0.85728103 -0.0763214  -0.080459  ],[0.142719  0.0806853 0.0765409]
FloorLamp,m620.obj,10021,19932,Only triangles,[-0.60302901 -0.0512517  -0.0475826 ],[0.39697099 0.0533119  0.0486459 ]
FloorLamp,m621.obj,10003,19994,Only triangles,[-0.22263101 -0.0819385  -0.0833658 ],[0.77736902 0.0895788  0.0881523 ]
FloorLamp,m622.obj,10000,19988,Only triangles,[-0.28156301 -0.0738166  -0.0392589 ],[0.71843702 0.0802294  0.0393496 ]
FloorLamp,m623.obj,9636,20002,Only triangles,[-0.31249201 -0.114041   -0.13086   ],[0.68750799 0.138638   0.139946  ]
FloorLamp,m624.obj,10005,19994,Only triangles,[-0.396577  -0.120084  -0.0733115],[0.603423  0.216763  0.0755902]
Glasses,D00050.obj,9935,20178,Only triangles,[-0.51511699 -0.800183   -0.132084  ],[0.48488301 0.0895483  0.123671  ]
Glasses,D00201.obj,10036,19923,Only triangles,[-0.506037   -0.41003999 -0.12742101],[0.493963   0.50593698 0.22086599]
Glasses,D00225.obj,9995,19990,Only triangles,[-0.492614   -0.63562799 -0.0946395 ],[0.50738603 0.27425    0.157793  ]
Glasses,D00432.obj,10000,19988,Only triangles,[-0.496465  -0.0952177 -0.0896602],[0.50353497 0.64528698 0.093354  ]
Glasses,D00475.obj,10004,19971,Only triangles,[-0.78340602 -0.50570899 -0.195979  ],[0.216594 0.371454 0.13519 ]
Glasses,D00507.obj,9935,20178,Only triangles,[-0.51259899 -0.79651099 -0.132119  ],[0.48740101 0.0917292  0.123546  ]
Glasses,D00560.obj,10001,19984,Only triangles,[-0.48450899 -0.53624099 -0.167666  ],[0.51549101 0.35470101 0.0829267 ]
Glasses,D00575.obj,9422,19030,Only triangles,[-0.44903001 -0.77065402 -0.0975252 ],[0.44864401 0.22934601 0.0684171 ]
Glasses,D00630.obj,10006,19992,Only triangles,[-0.55180401 -0.79187202 -0.190764  ],[0.44819599 0.174833   0.16055501]
Glasses,D00640.obj,9181,18637,Only triangles,[-0.42379001 -0.121453   -0.105592  ],[0.42355901 0.87854701 0.0698908 ]
Glasses,D00656.obj,9965,20382,Only triangles,[-0.571895   -0.19381399 -0.152513  ],[0.428105   0.78812599 0.103795  ]
Glasses,D00660.obj,8634,17733,Only triangles,[-0.49740699 -0.82771099 -0.112101  ],[0.50259298 0.170027   0.0796935 ]
Glasses,D00717.obj,10009,19970,Only triangles,[-0.50023502 -0.82829899 -0.21348099],[0.49976501 0.110906   0.192094  ]
Glasses,D00730.obj,9973,20009,Only triangles,[-0.77928299 -0.72368801 -0.087258  ],[0.19178499 0.27631199 0.0770999 ]
Glasses,D00813.obj,10004,19988,Only triangles,[-0.18304101 -0.41830799 -0.167705  ],[0.81695902 0.423675   0.157976  ]
Glasses,D00816.obj,9610,19347,Only triangles,[-0.45775399 -0.73290199 -0.0582953 ],[0.43885699 0.26709801 0.137133  ]
Glasses,D00877.obj,10015,19962,Only triangles,[-0.65671903 -0.45449099 -0.12846   ],[0.343281   0.420286   0.19817799]
Glasses,D00883.obj,10013,19982,Only triangles,[-0.48716199 -0.145813   -0.100302  ],[0.51283801 0.82619202 0.0794542 ]
Glasses,D00937.obj,8369,20050,Only triangles,[-0.449402 -0.743954 -0.103306],[0.55059803 0.224287   0.10994   ]
Glasses,D00994.obj,10019,19956,Only triangles,[-0.43927899 -0.184861   -0.124557  ],[0.56072098 0.59868801 0.0954475 ]
Guitar,D00023.obj,10009,19727,Only triangles,[-0.35544601 -0.15560099 -0.0439878 ],[0.64455402 0.204825   0.0720389 ]
Guitar,D00041.obj,9614,19665,Only triangles,[-0.72745198 -0.10953    -0.0138909 ],[0.27254799 0.158687   0.0266402 ]
Guitar,D00076.obj,9722,20376,Only triangles,[-0.54404199 -0.168883   -0.0173182 ],[0.45595801 0.19912    0.0429055 ]
Guitar,D00097.obj,10020,19948,Only triangles,[-0.38543499 -0.141828   -0.0231608 ],[0.61456501 0.156911   0.0777122 ]
Guitar,D00124.obj,9455,20174,Only triangles,[-0.32751501 -0.13135    -0.015004  ],[0.67248499 0.185205   0.0477053 ]
Guitar,D00222.obj,10021,19972,Only triangles,[-0.395926   -0.16898499 -0.0583291 ],[0.604074   0.17482699 0.0533309 ]
Guitar,D00232.obj,9785,20557,Only triangles,[-0.45536801 -0.194515   -0.0275957 ],[0.54463202 0.22012    0.0687906 ]
Guitar,D00335.obj,10030,19960,Only triangles,[-0.46764201 -0.174151   -0.0594275 ],[0.53235799 0.17478301 0.0547576 ]
Guitar,D00374.obj,10001,19924,Only triangles,[-0.61745501 -0.141195   -0.0293353 ],[0.38254499 0.145621   0.0610684 ]
Guitar,D00414.obj,9886,20011,Only triangles,[-0.43655199 -0.160246   -0.0684592 ],[0.56344801 0.15323    0.0826986 ]
Guitar,D00416.obj,10033,19802,Only triangles,[-0.50473201 -0.197593   -0.0242665 ],[0.49526799 0.19424701 0.0804607 ]
Guitar,D00461.obj,10103,19866,Only triangles,[-0.526218   -0.15939499 -0.0239203 ],[0.473782  0.145147  0.0435283]
Guitar,D00464.obj,10036,19947,Only triangles,[-0.33048299 -0.18223999 -0.0490921 ],[0.66951698 0.21859699 0.101087  ]
Guitar,D00494.obj,8200,16721,Only triangles,[-0.50638902 -0.109341   -0.0263028 ],[0.49361101 0.147211   0.0595565 ]
Guitar,D00534.obj,10014,19953,Only triangles,[-0.364995  -0.156095  -0.0304131],[0.635005  0.165683  0.0698077]
Guitar,D00549.obj,9932,19448,Only triangles,[-0.445474  -0.118235  -0.0181294],[0.55452597 0.161579   0.0439368 ]
Guitar,D00645.obj,10005,19957,Only triangles,[-0.61841899 -0.13299499 -0.0382226 ],[0.38158101 0.228587   0.0571383 ]
Guitar,D00655.obj,9941,20510,Only triangles,[-0.44799799 -0.16169199 -0.0125716 ],[0.55200201 0.23247901 0.0159069 ]
Guitar,D00844.obj,9776,20385,Only triangles,[-0.457524  -0.188556  -0.0726451],[0.542476   0.18745799 0.119195  ]
Guitar,D00849.obj,10279,19764,Only triangles,[-0.54622602 -0.134151   -0.0340019 ],[0.45377401 0.196419   0.0961884 ]
Gun,D00103.obj,8636,20156,Only triangles,[-0.658988   -0.21094801 -0.0644602 ],[0.341012  0.362358  0.0644738]
Gun,D00137.obj,10014,19951,Only triangles,[-0.629498  -0.183063  -0.0588253],[0.370502  0.240256  0.0595464]
Gun,D00140.obj,10009,19942,Only triangles,[-0.417669  -0.147054  -0.0639205],[0.582331  0.244325  0.0645968]
Gun,D00153.obj,10007,19990,Only triangles,[-0.62060899 -0.16721199 -0.057787  ],[0.37939101 0.29622099 0.0592496 ]
Gun,D00161.obj,10009,19986,Only triangles,[-0.53295201 -0.245692   -0.0699869 ],[0.46704799 0.32093501 0.0648171 ]
Gun,D00204.obj,9581,20941,Only triangles,[-0.53557301 -0.37139601 -0.0777739 ],[0.46442699 0.259065   0.0787466 ]
Gun,D00207.obj,9944,19914,Only triangles,[-0.64231098 -0.27507001 -0.0707227 ],[0.35768899 0.32877499 0.0693228 ]
Gun,D00209.obj,8972,23341,Only triangles,[-0.58904099 -0.20952199 -0.102188  ],[0.41095901 0.35128    0.106948  ]
Gun,D00239.obj,10002,19993,Only triangles,[-0.44678399 -0.126312   -0.0351975 ],[0.55321598 0.15483201 0.0352138 ]
Gun,D00244.obj,9976,19992,Only triangles,[-0.61318398 -0.224103   -0.0823259 ],[0.38681599 0.36076799 0.0810799 ]
Gun,D00282.obj,10003,19955,Only triangles,[-0.63998002 -0.149482   -0.0629135 ],[0.36002001 0.241639   0.097177  ]
Gun,D00368.obj,10004,19976,Only triangles,[-0.48311701 -0.23597001 -0.0759947 ],[0.51688302 0.279066   0.0766372 ]
Gun,D00425.obj,9997,19917,Only triangles,[-0.555224  -0.22719   -0.0504799],[0.444776   0.29818499 0.0515036 ]
Gun,D00477.obj,9953,20034,Only triangles,[-0.44903299 -0.117635   -0.0274442 ],[0.55096698 0.094193   0.0278014 ]
Gun,D00606.obj,9999,19995,Only triangles,[-0.61110598 -0.24594299 -0.081525  ],[0.38889399 0.34858599 0.0832015 ]
Gun,D00802.obj,10010,19984,Only triangles,[-0.70231003 -0.178544   -0.0475019 ],[0.29769   0.215478  0.0500388]
Gun,D00819.obj,10044,19880,Only triangles,[-0.60864198 -0.24222    -0.0658418 ],[0.39135799 0.250025   0.0668749 ]
Gun,D00826.obj,10009,20040,Only triangles,[-0.432852   -0.12970901 -0.0659427 ],[0.56714797 0.18834201 0.065807  ]
Gun,D00929.obj,9345,20009,Only triangles,[-0.59821302 -0.283793   -0.0445709 ],[0.40178701 0.294781   0.0608486 ]
Gun,D00972.obj,9795,19925,Only triangles,[-0.60629898 -0.28120899 -0.089439  ],[0.39370099 0.23000699 0.0855859 ]
Gun,m648.obj,10002,19956,Only triangles,[-0.716093  -0.171593  -0.0416046],[0.283907   0.38187501 0.0631233 ]
Gun,m649.obj,9739,19978,Only triangles,[-0.60383201 -0.249088   -0.0540062 ],[0.39616799 0.33600199 0.0540957 ]
Gun,m650.obj,10017,19813,Only triangles,[-0.61693501 -0.27996001 -0.0617811 ],[0.38306499 0.29264599 0.0621076 ]
Gun,m651.obj,10004,19992,Only triangles,[-0.39378601 -0.23713499 -0.112478  ],[0.60621399 0.34335601 0.124325  ]
Gun,m652.obj,9612,20434,Only triangles,[-0.54622197 -0.26418599 -0.0773068 ],[0.453778   0.36464801 0.0789656 ]
